0,0
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
10,2
11,2
12,2
12,3
13,3
14,3
15,3
16,3
17,3
18,3
19,3
20,3
21,3
22,3
23,3
24,3
25,3
25,4
26,4
27,4
28,4
29,4
30,4
31,4
32,4
33,4
33,5
34,5
35,5
36,5
37,5
38,5
39,5
40,5
41,5
42,5
43,5
44,5
45,5
46,5
46,6
47,6
48,6
49,6
50,6
51,6
51,7
52,7
52,8
53,8
54,8
55,8
56,8
56,9
56,10
56,11
57,11
58,11
59,11
60,11
60,12
61,12
62,12
63,12
64,12
65,12
66,12
66,13
67,13
68,13
69,13
70,13
71,13
71,14
72,14
73,14
74,14
75,14
76,14
77,14
77,15
78,15
79,15
80,15
81,15
82,15
83,15
83,16
84,16
85,16
86,16
87,16
88,16
89,16
90,16
91,16
91,17
92,17
93,17
94,17
94,18
94,19
94,20
94,21
94,22
94,23
94,24
94,25
94,26
94,27
94,28
94,29
94,30
94,31
94,32
94,33
94,34
94,35
94,36
94,37
94,38
94,39
94,40
95,40
95,41
95,42
95,43
95,44
95,45
95,46
95,47
95,48
95,49
95,50
95,51
95,52
95,53
95,54
95,55
95,56
95,57
95,58
95,59
96,59
96,60
96,61
96,62
96,63
96,64
97,64
97,65
97,66
97,67
97,68
97,69
97,70
97,71
97,72
97,73
97,74
98,74
99,74
99,75
99,76
99,77
99,78
99,79
99,80
99,81
99,82
99,83
99,84
99,85
99,86
99,87
100,87
100,88
100,89
100,90
100,91
100,92
100,93
100,94
100,95
100,96
100,97
100,98
100,99
100,100
